,,,,,,,,,,,,,,
使っていない,12    ,100.0    ,33.3    ,-,-,-,8.3    ,8.3    ,8.3    ,-,100.0    ,-,-,158.3    
３０分未満,78    ,85.9    ,43.6    ,3.8    ,2.6    ,-,7.7    ,19.2    ,3.8    ,-,91.0    ,6.4    ,2.6    ,175.6    
３０分以上１時間未満,164    ,93.9    ,34.8    ,2.4    ,15.2    ,7.3    ,11.0    ,16.5    ,9.8    ,-,97.6    ,2.4    ,-,193.3    
１時間以上２時間未満,364    ,93.4    ,39.0    ,4.7    ,10.2    ,5.2    ,13.2    ,20.1    ,8.8    ,-,96.4    ,3.0    ,0.5    ,198.1    
２時間以上３時間未満,327    ,93.0    ,36.1    ,4.0    ,8.9    ,4.0    ,11.0    ,17.4    ,12.2    ,0.3    ,94.5    ,4.6    ,0.9    ,192.4    
３時間以上４時間未満,244    ,93.0    ,33.6    ,1.6    ,11.1    ,5.3    ,11.9    ,15.2    ,10.7    ,-,95.1    ,4.5    ,0.4    ,187.3    
４時間以上５時間未満,99    ,92.9    ,34.3    ,6.1    ,9.1    ,9.1    ,13.1    ,22.2    ,12.1    ,-,93.9    ,5.1    ,1.0    ,205.1    
５時間以上,156    ,92.3    ,36.5    ,3.2    ,9.0    ,3.2    ,21.2    ,24.4    ,14.7    ,0.6    ,95.5    ,4.5    ,-,209.6    
わからない,31    ,80.6    ,38.7    ,3.2    ,6.5    ,3.2    ,12.9    ,9.7    ,6.5    ,-,87.1    ,6.5    ,6.5    ,174.2    
２時間以上（計）,826    ,92.9    ,35.2    ,3.4    ,9.6    ,4.8    ,13.4    ,18.6    ,12.2    ,0.2    ,94.8    ,4.6    ,0.6    ,195.6    
Ｑ４〔ネット利用時間（Ａ２格安スマホ）〕,,,,,,,,,,,,,,
使っていない,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３０分未満,2    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
３０分以上１時間未満,2    ,100.0    ,50.0    ,-,-,-,-,50.0    ,-,-,100.0    ,-,-,200.0    
１時間以上２時間未満,3    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
２時間以上３時間未満,5    ,100.0    ,60.0    ,-,-,-,-,20.0    ,20.0    ,-,100.0    ,-,-,200.0    
３時間以上４時間未満,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,3    ,100.0    ,33.3    ,-,33.3    ,33.3    ,-,-,-,-,100.0    ,-,-,200.0    
わからない,3    ,66.7    ,-,-,-,-,-,-,-,-,66.7    ,33.3    ,-,100.0    
２時間以上（計）,9    ,100.0    ,44.4    ,-,11.1    ,11.1    ,-,11.1    ,11.1    ,-,100.0    ,-,-,188.9    
Ｑ４〔ネット利用時間（Ａ３子供スマホ）〕,,,,,,,,,,,,,,
使っていない,3    ,33.3    ,66.7    ,-,-,-,33.3    ,-,-,-,66.7    ,33.3    ,-,166.7    
３０分未満,6    ,66.7    ,33.3    ,-,-,-,-,-,-,-,66.7    ,16.7    ,16.7    ,133.3    
３０分以上１時間未満,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
１時間以上２時間未満,9    ,77.8    ,44.4    ,22.2    ,11.1    ,22.2    ,11.1    ,22.2    ,11.1    ,-,88.9    ,11.1    ,-,233.3    
２時間以上３時間未満,2    ,50.0    ,100.0    ,50.0    ,-,50.0    ,-,100.0    ,-,-,100.0    ,-,-,350.0    
３時間以上４時間未満,2    ,100.0    ,100.0    ,-,-,50.0    ,50.0    ,100.0    ,50.0    ,-,100.0    ,-,-,450.0    
４時間以上５時間未満,1    ,100.0    ,100.0    ,100.0    ,-,-,-,-,-,-,100.0    ,-,-,300.0    
５時間以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,4    ,75.0    ,75.0    ,-,-,-,-,-,-,-,100.0    ,-,-,150.0    
２時間以上（計）,5    ,80.0    ,100.0    ,40.0    ,-,40.0    ,20.0    ,80.0    ,20.0    ,-,100.0    ,-,-,380.0    
Ｑ４〔ネット利用時間（Ａ４契約切れスマホ）〕,,,,,,,,,,,,,,
使っていない,5    ,80.0    ,40.0    ,-,-,-,-,-,-,-,100.0    ,-,-,120.0    
３０分未満,6    ,83.3    ,50.0    ,16.7    ,-,-,-,-,16.7    ,-,100.0    ,-,-,166.7    
３０分以上１時間未満,18    ,88.9    ,50.0    ,11.1    ,-,-,5.6    ,27.8    ,22.2    ,-,94.4    ,5.6    ,-,211.1    
１時間以上２時間未満,19    ,78.9    ,42.1    ,-,10.5    ,5.3    ,10.5    ,10.5    ,5.3    ,-,84.2    ,15.8    ,-,178.9    
２時間以上３時間未満,13    ,84.6    ,30.8    ,-,-,-,-,-,-,-,92.3    ,7.7    ,-,123.1    
３時間以上４時間未満,2    ,100.0    ,100.0    ,-,-,-,50.0    ,50.0    ,-,-,100.0    ,-,-,300.0    
４時間以上５時間未満,2    ,50.0    ,50.0    ,-,-,-,-,-,-,-,50.0    ,-,50.0    ,150.0    
５時間以上,3    ,66.7    ,33.3    ,-,-,-,33.3    ,-,-,-,100.0    ,-,-,133.3    
わからない,5    ,40.0    ,20.0    ,-,-,-,-,-,-,-,60.0    ,40.0    ,-,100.0    
２時間以上（計）,20    ,80.0    ,40.0    ,-,-,-,10.0    ,5.0    ,-,-,90.0    ,5.0    ,5.0    ,145.0    
Ｑ４〔ネット利用時間（Ｂ１携帯電話）〕,,,,,,,,,,,,,,
使っていない,15    ,80.0    ,46.7    ,-,6.7    ,6.7    ,20.0    ,20.0    ,6.7    ,-,80.0    ,20.0    ,-,206.7    
３０分未満,43    ,83.7    ,46.5    ,4.7    ,7.0    ,2.3    ,9.3    ,14.0    ,4.7    ,2.3    ,86.0    ,14.0    ,-,188.4    
３０分以上１時間未満,21    ,95.2    ,57.1    ,-,4.8    ,9.5    ,14.3    ,23.8    ,4.8    ,-,95.2    ,4.8    ,-,214.3    
１時間以上２時間未満,14    ,92.9    ,50.0    ,7.1    ,7.1    ,7.1    ,21.4    ,28.6    ,21.4    ,-,92.9    ,7.1    ,-,242.9    
２時間以上３時間未満,7    ,100.0    ,71.4    ,14.3    ,28.6    ,14.3    ,-,42.9    ,28.6    ,-,100.0    ,-,-,300.0    
３時間以上４時間未満,3    ,100.0    ,33.3    ,-,33.3    ,-,-,-,-,-,100.0    ,-,-,166.7    
４時間以上５時間未満,2    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
５時間以上,4    ,75.0    ,50.0    ,-,-,-,25.0    ,25.0    ,-,-,75.0    ,25.0    ,-,200.0    
わからない,11    ,90.9    ,18.2    ,9.1    ,9.1    ,9.1    ,-,27.3    ,9.1    ,-,100.0    ,-,-,172.7    
２時間以上（計）,16    ,93.8    ,50.0    ,6.3    ,18.8    ,6.3    ,6.3    ,25.0    ,12.5    ,-,93.8    ,6.3    ,-,225.0    
Ｑ４〔ネット利用時間（Ｂ２子ども向け携帯等）〕,,,,,,,,,,,,,,
使っていない,5    ,60.0    ,20.0    ,-,-,-,-,-,-,-,60.0    ,40.0    ,-,120.0    
３０分未満,14    ,64.3    ,35.7    ,14.3    ,-,-,7.1    ,21.4    ,-,-,78.6    ,21.4    ,-,164.3    
３０分以上１時間未満,7    ,71.4    ,85.7    ,-,-,14.3    ,-,14.3    ,14.3    ,-,85.7    ,-,14.3    ,214.3    
１時間以上２時間未満,1    ,100.0    ,-,-,-,-,100.0    ,-,-,-,100.0    ,-,-,200.0    
２時間以上３時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３時間以上４時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,3    ,66.7    ,-,-,-,-,-,-,-,-,66.7    ,33.3    ,-,100.0    
２時間以上（計）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｑ４〔ネット利用時間（Ｃ１ノートＰＣ）〕,,,,,,,,,,,,,,
使っていない,156    ,94.2    ,42.3    ,4.5    ,5.1    ,3.8    ,11.5    ,23.1    ,14.1    ,-,96.2    ,3.2    ,0.6    ,202.6    
３０分未満,137    ,92.7    ,41.6    ,2.2    ,6.6    ,2.2    ,8.0    ,24.8    ,8.0    ,0.7    ,95.6    ,4.4    ,-,191.2    
３０分以上１時間未満,196    ,91.8    ,48.5    ,5.1    ,9.2    ,3.6    ,9.7    ,16.8    ,6.6    ,0.5    ,94.9    ,4.6    ,0.5    ,196.9    
１時間以上２時間未満,154    ,88.3    ,39.6    ,3.9    ,7.1    ,4.5    ,14.9    ,23.4    ,16.2    ,-,93.5    ,5.2    ,1.3    ,204.5    
２時間以上３時間未満,43    ,86.0    ,48.8    ,4.7    ,11.6    ,9.3    ,16.3    ,27.9    ,18.6    ,-,93.0    ,7.0    ,-,230.2    
３時間以上４時間未満,20    ,90.0    ,15.0    ,5.0    ,5.0    ,5.0    ,20.0    ,20.0    ,40.0    ,-,95.0    ,5.0    ,-,205.0    
４時間以上５時間未満,4    ,50.0    ,100.0    ,25.0    ,-,-,25.0    ,-,50.0    ,-,100.0    ,-,-,250.0    
５時間以上,9    ,88.9    ,77.8    ,11.1    ,-,-,33.3    ,11.1    ,33.3    ,-,88.9    ,11.1    ,-,266.7    
わからない,74    ,85.1    ,48.6    ,1.4    ,8.1    ,2.7    ,10.8    ,13.5    ,2.7    ,-,87.8    ,8.1    ,4.1    ,185.1    
２時間以上（計）,76    ,85.5    ,46.1    ,6.6    ,7.9    ,6.6    ,19.7    ,22.4    ,27.6    ,-,93.4    ,6.6    ,-,228.9    
Ｑ４〔ネット利用時間（Ｃ２デスクトップＰＣ）〕,,,,,,,,,,,,,,
使っていない,60    ,85.0    ,45.0    ,1.7    ,8.3    ,3.3    ,8.3    ,15.0    ,16.7    ,-,95.0    ,5.0    ,-,188.3    
３０分未満,78    ,88.5    ,48.7    ,5.1    ,3.8    ,1.3    ,3.8    ,15.4    ,3.8    ,1.3    ,91.0    ,7.7    ,1.3    ,180.8    
３０分以上１時間未満,79    ,88.6    ,43.0    ,2.5    ,6.3    ,6.3    ,7.6    ,16.5    ,10.1    ,-,91.1    ,8.9    ,-,189.9    
１時間以上２時間未満,73    ,94.5    ,42.5    ,9.6    ,4.1    ,1.4    ,21.9    ,32.9    ,20.5    ,-,97.3    ,2.7    ,-,230.1    
２時間以上３時間未満,19    ,84.2    ,36.8    ,-,5.3    ,5.3    ,15.8    ,10.5    ,31.6    ,-,89.5    ,10.5    ,-,200.0    
３時間以上４時間未満,16    ,93.8    ,31.3    ,-,6.3    ,-,6.3    ,37.5    ,18.8    ,-,100.0    ,-,-,193.8    
４時間以上５時間未満,4    ,75.0    ,50.0    ,25.0    ,-,-,-,-,-,-,75.0    ,25.0    ,-,175.0    
５時間以上,6    ,83.3    ,-,-,-,16.7    ,-,-,50.0    ,-,83.3    ,-,16.7    ,166.7    
わからない,45    ,95.6    ,64.4    ,6.7    ,8.9    ,4.4    ,11.1    ,22.2    ,8.9    ,-,100.0    ,-,-,222.2    
２時間以上（計）,45    ,86.7    ,31.1    ,2.2    ,4.4    ,4.4    ,8.9    ,17.8    ,26.7    ,-,91.1    ,6.7    ,2.2    ,191.1    
Ｑ４〔ネット利用時間（Ｄ１タブレット）〕,,,,,,,,,,,,,,
使っていない,52    ,88.5    ,42.3    ,1.9    ,5.8    ,1.9    ,7.7    ,23.1    ,17.3    ,-,92.3    ,5.8    ,1.9    ,196.2    
３０分未満,72    ,93.1    ,44.4    ,1.4    ,5.6    ,2.8    ,8.3    ,16.7    ,8.3    ,2.8    ,97.2    ,2.8    ,-,186.1    
３０分以上１時間未満,104    ,85.6    ,42.3    ,3.8    ,3.8    ,2.9    ,15.4    ,14.4    ,8.7    ,-,90.4    ,8.7    ,1.0    ,186.5    
１時間以上２時間未満,106    ,89.6    ,45.3    ,4.7    ,7.5    ,1.9    ,13.2    ,15.1    ,9.4    ,-,95.3    ,3.8    ,0.9    ,191.5    
２時間以上３時間未満,40    ,87.5    ,47.5    ,10.0    ,5.0    ,2.5    ,7.5    ,17.5    ,10.0    ,-,92.5    ,5.0    ,2.5    ,195.0    
３時間以上４時間未満,25    ,84.0    ,44.0    ,12.0    ,4.0    ,8.0    ,20.0    ,16.0    ,4.0    ,-,92.0    ,4.0    ,4.0    ,200.0    
４時間以上５時間未満,4    ,100.0    ,75.0    ,25.0    ,-,25.0    ,50.0    ,25.0    ,25.0    ,-,100.0    ,-,-,325.0    
５時間以上,6    ,100.0    ,66.7    ,-,-,-,-,16.7    ,-,-,100.0    ,-,-,183.3    
わからない,25    ,88.0    ,36.0    ,-,8.0    ,-,8.0    ,16.0    ,4.0    ,-,96.0    ,4.0    ,-,164.0    
２時間以上（計）,75    ,88.0    ,49.3    ,10.7    ,4.0    ,5.3    ,13.3    ,17.3    ,8.0    ,-,93.3    ,4.0    ,2.7    ,202.7    
Ｑ４〔ネット利用時間（Ｄ２学習用タブレット）〕,,,,,,,,,,,,,,
使っていない,11    ,100.0    ,63.6    ,18.2    ,-,9.1    ,27.3    ,27.3    ,18.2    ,-,100.0    ,-,-,263.6    
３０分未満,20    ,75.0    ,65.0    ,-,5.0    ,10.0    ,20.0    ,25.0    ,5.0    ,-,90.0    ,10.0    ,-,215.0    
３０分以上１時間未満,53    ,84.9    ,54.7    ,1.9    ,1.9    ,3.8    ,7.5    ,32.1    ,7.5    ,-,90.6    ,5.7    ,3.8    ,203.8    
１時間以上２時間未満,27    ,100.0    ,63.0    ,11.1    ,11.1    ,-,18.5    ,18.5    ,11.1    ,-,100.0    ,-,-,233.3    
２時間以上３時間未満,10    ,80.0    ,50.0    ,10.0    ,10.0    ,-,20.0    ,10.0    ,10.0    ,-,90.0    ,10.0    ,-,200.0    
３時間以上４時間未満,2    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,16    ,93.8    ,37.5    ,-,6.3    ,6.3    ,6.3    ,18.8    ,18.8    ,-,93.8    ,6.3    ,-,193.8    
２時間以上（計）,12    ,83.3    ,41.7    ,8.3    ,8.3    ,-,16.7    ,8.3    ,8.3    ,-,91.7    ,8.3    ,-,183.3    
Ｑ４〔ネット利用時間（Ｄ３娯楽用タブレット）〕,,,,,,,,,,,,,,
使っていない,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
３０分未満,3    ,100.0    ,66.7    ,-,33.3    ,-,-,-,-,-,100.0    ,-,-,200.0    
３０分以上１時間未満,2    ,100.0    ,-,-,50.0    ,-,50.0    ,50.0    ,-,-,100.0    ,-,-,250.0    
１時間以上２時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
２時間以上３時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３時間以上４時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,-,-,-,-,-,-,-,-,-,-,-,-,-,-
２時間以上（計）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｑ４〔ネット利用時間（Ｅ１携帯音楽プレイヤー）〕,,,,,,,,,,,,,,
使っていない,30    ,96.7    ,30.0    ,6.7    ,13.3    ,10.0    ,16.7    ,16.7    ,6.7    ,-,100.0    ,-,-,196.7    
３０分未満,32    ,93.8    ,46.9    ,-,9.4    ,6.3    ,9.4    ,21.9    ,18.8    ,-,93.8    ,6.3    ,-,212.5    
３０分以上１時間未満,69    ,89.9    ,56.5    ,4.3    ,10.1    ,5.8    ,14.5    ,20.3    ,11.6    ,-,94.2    ,4.3    ,1.4    ,218.8    
１時間以上２時間未満,72    ,94.4    ,44.4    ,2.8    ,2.8    ,2.8    ,2.8    ,18.1    ,11.1    ,-,98.6    ,1.4    ,-,180.6    
２時間以上３時間未満,44    ,95.5    ,54.5    ,2.3    ,13.6    ,4.5    ,6.8    ,36.4    ,15.9    ,2.3    ,95.5    ,4.5    ,-,236.4    
３時間以上４時間未満,32    ,100.0    ,46.9    ,12.5    ,3.1    ,-,21.9    ,9.4    ,9.4    ,-,100.0    ,-,-,203.1    
４時間以上５時間未満,5    ,100.0    ,20.0    ,-,-,-,20.0    ,-,20.0    ,-,100.0    ,-,-,160.0    
５時間以上,9    ,77.8    ,22.2    ,-,11.1    ,11.1    ,11.1    ,33.3    ,55.6    ,-,88.9    ,11.1    ,-,233.3    
わからない,34    ,82.4    ,47.1    ,5.9    ,-,-,8.8    ,17.6    ,8.8    ,-,85.3    ,11.8    ,2.9    ,185.3    
２時間以上（計）,90    ,95.6    ,46.7    ,5.6    ,8.9    ,3.3    ,13.3    ,24.4    ,17.8    ,1.1    ,96.7    ,3.3    ,-,220.0    
Ｑ４〔ネット利用時間（Ｆ１携帯ゲーム）〕,,,,,,,,,,,,,,
使っていない,118    ,90.7    ,34.7    ,5.1    ,4.2    ,2.5    ,11.9    ,22.0    ,12.7    ,-,93.2    ,4.2    ,2.5    ,190.7    
３０分未満,56    ,83.9    ,37.5    ,3.6    ,5.4    ,1.8    ,14.3    ,14.3    ,5.4    ,-,89.3    ,10.7    ,-,176.8    
３０分以上１時間未満,121    ,86.8    ,43.8    ,4.1    ,4.1    ,3.3    ,9.9    ,20.7    ,13.2    ,0.8    ,94.2    ,4.1    ,1.7    ,192.6    
１時間以上２時間未満,180    ,82.8    ,50.6    ,1.7    ,5.0    ,4.4    ,7.2    ,16.1    ,5.6    ,-,88.3    ,10.0    ,1.7    ,185.0    
２時間以上３時間未満,71    ,84.5    ,45.1    ,5.6    ,4.2    ,8.5    ,12.7    ,21.1    ,14.1    ,-,91.5    ,8.5    ,-,204.2    
３時間以上４時間未満,21    ,90.5    ,47.6    ,4.8    ,9.5    ,9.5    ,23.8    ,38.1    ,9.5    ,-,100.0    ,-,-,233.3    
４時間以上５時間未満,8    ,62.5    ,25.0    ,-,-,-,-,25.0    ,-,-,75.0    ,12.5    ,12.5    ,137.5    
５時間以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,63    ,85.7    ,36.5    ,1.6    ,3.2    ,1.6    ,4.8    ,19.0    ,7.9    ,-,87.3    ,9.5    ,3.2    ,173.0    
２時間以上（計）,100    ,84.0    ,44.0    ,5.0    ,5.0    ,8.0    ,14.0    ,25.0    ,12.0    ,-,92.0    ,7.0    ,1.0    ,205.0    
Ｑ４〔ネット利用時間（Ｆ２据置型ゲーム）〕,,,,,,,,,,,,,,
使っていない,85    ,89.4    ,43.5    ,2.4    ,2.4    ,2.4    ,21.2    ,27.1    ,20.0    ,-,95.3    ,3.5    ,1.2    ,212.9    
３０分未満,26    ,92.3    ,50.0    ,3.8    ,11.5    ,-,15.4    ,23.1    ,7.7    ,-,92.3    ,7.7    ,-,211.5    
３０分以上１時間未満,48    ,87.5    ,47.9    ,2.1    ,2.1    ,2.1    ,10.4    ,22.9    ,12.5    ,-,91.7    ,6.3    ,2.1    ,195.8    
１時間以上２時間未満,52    ,92.3    ,46.2    ,1.9    ,17.3    ,11.5    ,5.8    ,15.4    ,21.2    ,-,94.2    ,5.8    ,-,217.3    
２時間以上３時間未満,12    ,91.7    ,33.3    ,-,-,16.7    ,33.3    ,25.0    ,33.3    ,-,100.0    ,-,-,233.3    
３時間以上４時間未満,4    ,75.0    ,50.0    ,-,-,25.0    ,25.0    ,25.0    ,50.0    ,-,100.0    ,-,-,250.0    
４時間以上５時間未満,1    ,100.0    ,100.0    ,100.0    ,-,-,-,-,-,-,100.0    ,-,-,300.0    
５時間以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,38    ,89.5    ,39.5    ,-,2.6    ,5.3    ,10.5    ,15.8    ,15.8    ,-,94.7    ,5.3    ,-,184.2    
２時間以上（計）,17    ,88.2    ,41.2    ,5.9    ,-,17.6    ,29.4    ,23.5    ,35.3    ,-,100.0    ,-,-,241.2    
Ｑ４〔ネット利用時間（Ｇ１ネットテレビ）〕,,,,,,,,,,,,,,
使っていない,14    ,85.7    ,14.3    ,-,-,-,7.1    ,7.1    ,21.4    ,-,92.9    ,7.1    ,-,142.9    
３０分未満,9    ,88.9    ,44.4    ,-,11.1    ,11.1    ,22.2    ,22.2    ,-,-,100.0    ,-,-,200.0    
３０分以上１時間未満,8    ,100.0    ,50.0    ,25.0    ,12.5    ,12.5    ,-,12.5    ,-,-,100.0    ,-,-,212.5    
１時間以上２時間未満,14    ,78.6    ,42.9    ,-,7.1    ,-,14.3    ,21.4    ,35.7    ,-,85.7    ,7.1    ,7.1    ,214.3    
２時間以上３時間未満,3    ,100.0    ,-,-,33.3    ,-,-,33.3    ,33.3    ,-,100.0    ,-,-,200.0    
３時間以上４時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,1    ,100.0    ,100.0    ,-,-,-,-,-,-,-,100.0    ,-,-,200.0    
わからない,9    ,77.8    ,44.4    ,-,-,-,11.1    ,33.3    ,11.1    ,-,77.8    ,11.1    ,11.1    ,200.0    
２時間以上（計）,4    ,100.0    ,25.0    ,-,25.0    ,-,-,25.0    ,25.0    ,-,100.0    ,-,-,200.0    
Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕,,,,,,,,,,,,,,
スマートフォン,1145    ,92.9    ,36.6    ,3.8    ,10.6    ,4.8    ,13.1    ,19.3    ,11.3    ,0.1    ,95.5    ,3.8    ,0.6    ,196.9    
格安スマートフォン,13    ,92.3    ,30.8    ,-,7.7    ,7.7    ,-,7.7    ,7.7    ,-,92.3    ,7.7    ,-,161.5    
機能限定・子供向けスマートフォン,11    ,90.9    ,63.6    ,27.3    ,9.1    ,27.3    ,9.1    ,54.5    ,18.2    ,-,100.0    ,-,-,300.0    
契約切れスマートフォン,65    ,80.0    ,41.5    ,4.6    ,3.1    ,1.5    ,7.7    ,12.3    ,9.2    ,-,87.7    ,10.8    ,1.5    ,172.3    
携帯電話,26    ,84.6    ,50.0    ,3.8    ,19.2    ,11.5    ,7.7    ,23.1    ,15.4    ,-,84.6    ,15.4    ,-,230.8    
機能限定電話・子ども向け携帯電話,7    ,71.4    ,57.1    ,14.3    ,-,14.3    ,-,-,-,-,85.7    ,14.3    ,-,171.4    
ノートパソコン,536    ,91.6    ,43.8    ,3.9    ,8.8    ,4.9    ,14.0    ,21.5    ,13.8    ,0.2    ,94.4    ,5.2    ,0.4    ,208.0    
デスクトップパソコン,214    ,90.7    ,47.2    ,5.1    ,7.5    ,4.2    ,10.7    ,18.2    ,14.0    ,-,94.4    ,5.1    ,0.5    ,203.3    
タブレット,353    ,89.0    ,43.1    ,4.8    ,5.7    ,3.1    ,13.6    ,17.8    ,10.5    ,0.3    ,93.8    ,5.1    ,1.1    ,194.1    
学習用タブレット,104    ,88.5    ,56.7    ,2.9    ,6.7    ,5.8    ,14.4    ,25.0    ,10.6    ,-,94.2    ,4.8    ,1.0    ,216.3    
子供向け娯楽用タブレット,4    ,100.0    ,50.0    ,-,50.0    ,-,25.0    ,-,-,-,100.0    ,-,-,225.0    
携帯音楽プレイヤー,225    ,92.4    ,45.3    ,3.6    ,8.9    ,4.9    ,9.3    ,18.7    ,14.2    ,0.4    ,95.1    ,4.4    ,0.4    ,202.7    
携帯ゲーム機,447    ,85.5    ,42.3    ,3.1    ,4.3    ,4.3    ,11.0    ,20.1    ,10.5    ,0.2    ,90.2    ,8.5    ,1.3    ,191.1    
据置型ゲーム機,158    ,90.5    ,45.6    ,1.9    ,5.7    ,5.7    ,17.7    ,25.3    ,20.3    ,-,92.4    ,6.3    ,1.3    ,220.3    
インターネット接続テレビ,26    ,88.5    ,30.8    ,3.8    ,7.7    ,-,15.4    ,19.2    ,30.8    ,-,96.2    ,3.8    ,-,200.0    
無線ＬＡＮ利用（計）,2615    ,88.5    ,39.7    ,3.7    ,6.3    ,3.8    ,10.8    ,17.9    ,8.7    ,0.2    ,92.9    ,5.9    ,1.1    ,186.7    
無線ＬＡＮ非利用,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ａスマートフォン（計）,1216    ,92.2    ,36.9    ,4.1    ,10.0    ,4.8    ,12.8    ,18.9    ,10.9    ,0.1    ,95.1    ,4.3    ,0.7    ,195.7    
Ｂ携帯電話（計）,33    ,81.8    ,51.5    ,6.1    ,15.2    ,12.1    ,6.1    ,18.2    ,12.1    ,-,84.8    ,15.2    ,-,218.2    
Ｃパソコン（計）,721    ,91.1    ,44.4    ,4.3    ,8.2    ,4.4    ,13.0    ,20.9    ,13.7    ,0.1    ,94.3    ,5.3    ,0.4    ,206.0    
Ｄタブレット（計）,448    ,89.1    ,46.4    ,4.5    ,6.3    ,3.8    ,13.2    ,19.4    ,10.0    ,0.2    ,93.8    ,5.1    ,1.1    ,199.1    
Ｅ携帯音楽プレイヤー,225    ,92.4    ,45.3    ,3.6    ,8.9    ,4.9    ,9.3    ,18.7    ,14.2    ,0.4    ,95.1    ,4.4    ,0.4    ,202.7    
Ｆゲーム機（計）,493    ,86.2    ,43.0    ,3.0    ,4.9    ,4.7    ,11.8    ,20.7    ,12.0    ,0.2    ,90.7    ,8.1    ,1.2    ,195.7    
Ｇインターネット接続テレビ,26    ,88.5    ,30.8    ,3.8    ,7.7    ,-,15.4    ,19.2    ,30.8    ,-,96.2    ,3.8    ,-,200.0    
